model,seed,class_id,class_name,precision,recall,f1,support
ResNet18,43,0,class_0,0.9174041297935076,0.9718749999999969,0.9438543247339436,320
ResNet18,43,1,class_1,0.9932659932659899,0.921874999999997,0.9562398703398539,320
ResNet18,43,2,class_2,0.8770949720670366,0.9812499999999968,0.926253687315133,320
ResNet18,43,3,class_3,0.6626213592232993,0.8531249999999972,0.7459016393437681,320
ResNet18,43,4,class_4,0.9603658536585336,0.9843749999999969,0.9722222222217193,320
ResNet18,43,5,class_5,0.9176470588235266,0.9749999999999969,0.9454545454540428,320
ResNet18,43,6,class_6,0.8807339449541244,0.5999999999999981,0.713754646839664,320
ResNet18,43,7,class_7,0.8322784810126556,0.8218749999999974,0.82704402515673,320
ResNet18,43,8,class_8,0.9198813056379794,0.9687499999999969,0.9436834094363313,320
ResNet18,43,9,class_9,0.9833887043189335,0.924999999999997,0.9533011272136679,320
ResNet18,43,10,class_10,0.9050847457627087,0.8343749999999973,0.8682926829263271,320
ResNet18,43,11,class_11,0.989966555183943,0.924999999999997,0.9563812600964279,320
