split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,45.0,CNN_LSTM,temporal,0.8888020833333333,0.8887537423499,0.8986331355576552,0.8888020833333306,1384.8194072265178,0.5632117565255612,11500492.0,11.500492
